"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID"
"GO:0033044","regulation of chromosome organization","78/3634","247/18888",2.25009520464089e-06,0.000136513057609718,0.000109710824949838,78,"MYC/PIF1/GNL3/DKC1/NCAPD2/CCT2/SMG5/CCT5/CDK1/ACTB/TOP2A/SPC24/KNTC1/NEK7/CCT3/UBE2C/NUMA1/PHF10/NAT10/ATF7IP/YLPM1/NUF2/NABP2/INCENP/TCP1/NEK2/HNRNPU/NFRKB/INO80/ARID2/DLGAP5/MAD2L1/PLK1/BUB1/RMI2/NCAPG/TTK/HNRNPA2B1/GNL3L/BAZ1B/CCT6A/CDC16/ZW10/SMC4/HNRNPD/RAD21/PINX1/AURKB/FEN1/TNKS2/KNL1/RUVBL1/MAP3K4/FBXO5/BUB3/SLF2/SLF1/STN1/XRN1/SMARCE1/NAA10/TASOR/ACTR8/ACTR5/RTEL1/ANAPC15/TNKS/NDC80/NCAPG2/RAD50/NBN/BIRC5/MPHOSPH8/NCAPD3/NSMCE4A/CDCA8/MAD2L2/SPC25"
"GO:0000910","cytokinesis","63/3634","188/18888",2.36601918177162e-06,0.000142165902566258,0.000114253821014498,63,"SEPTIN3/CENPA/KIF20A/RACGAP1/NUSAP1/KIF23/INCENP/KLHDC8B/BCL2L1/CIT/KLHL21/AURKA/RHOB/PLK1/CKAP2/EXOC7/IQGAP3/AURKB/EXOC4/ANK3/CFL1/PKP4/CHMP4A/CHMP3/KIF3B/ANLN/KIF14/ENTR1/STMN1/CSPP1/CALM3/CHMP1B/TMEM250/PRC1/KIF20B/CEP55/SEPTIN9/ROCK2/RAB11FIP3/CUL7/RTKN/SPTBN1/IST1/RHOC/KIF4A/BIRC5/SEPTIN8/IQGAP2/KLHL13/DRD2/BBS4/CHMP4B/CHMP4C/PLEC/RAB11FIP4/CDCA8/ACTR3/SEPTIN5/SEPTIN2/SPIRE1/CNTROB/SNX9/CDC25B"
"GO:0051402","neuron apoptotic process","89/3634","292/18888",2.3908898999925e-06,0.000142292104619554,0.000114355245241747,89,"KCNQ3/CNTFR/COL6A2/NFATC4/HRAS/FZD1/PCDHGC3/NTRK2/PLXND1/SARM1/ITGA1/DIABLO/MMP2/HIPK2/NGFR/BCL2/PCDHGC4/PRKCG/FGF8/PTPRZ1/ERBB3/SET/CASP2/BCL2L1/NAE1/CIT/CLU/EGLN3/TYRO3/PYCR1/SIX4/SOD1/EPHA7/ATF4/GBE1/NES/CFLAR/RAD21/CLN8/COL6A1/NEFL/PPARGC1A/BAX/MAP3K12/LGMN/AGAP2/KIF14/EGR1/DNAJC5/CHL1/PCDHGC5/TOX3/DIO3/PLA2G3/PARK7/PHB1/BARHL1/DAXX/VPS54/KCNB1/BTG2/NSMF/HYOU1/PRKCI/IL6ST/SNCA/CORO1A/UCP2/F2R/ADORA2A/NTF3/GBA1/NDNF/TFAP2A/TRIM2/FOXO3/GRID2/PSEN1/DDIT3/PARP2/SLC1A1/ATP13A2/USP53/PINK1/AKT1S1/FAM162A/UNC5B/MDK/FZD9"
"GO:0006403","RNA localization","66/3634","200/18888",2.51329801791202e-06,0.000148166031263512,0.000119075917015474,66,"DHX9/SRSF1/NOP58/DKC1/IGF2BP1/CCT2/SMG5/NUP210/NCBP1/CCT5/NOL6/KPNB1/RBM33/SRSF7/CCT3/RBM8A/RFTN2/ENY2/TCP1/HNRNPU/DDX39A/NSUN2/CETN3/CKAP5/ZFP36L1/SLBP/ALYREF/HNRNPA2B1/SSB/CCT6A/FXR1/NUP50/SRSF3/AKAP8L/ZNHIT6/POM121/RUVBL1/PHAX/ARC/THOC1/NUTF2/NCBP2/XPO5/MVP/KHSRP/NOP10/NUP88/RBM15B/RBFOX1/EIF4A3/NUP205/TNKS/XPOT/NUP188/PABPN1/RTRAF/PNPT1/SHQ1/POM121C/RAN/THOC5/PUM2/PIH1D1/QKI/RFTN1/FLOT1"
"GO:0030902","hindbrain development","55/3634","158/18888",2.75217651084525e-06,0.000160732252488523,0.000129174954581827,55,"HSPA5/LOC102724560/ATP1B2/LMX1A/ATF5/SSTR2/BCL2/FLNA/KCNC1/EGF/ZNF365/SEMA4C/CTNNA2/COX1/LEF1/HNRNPD/TBR1/TTC21B/EPHB2/NEUROD1/CEND1/GART/PSMG1/SERPINE2/KIF14/WHRN/LPAR1/NLGN4X/EGR2/LHX5/RORA/EPHB1/SPTBN2/TTBK2/SCRIB/DLC1/MAFB/EZH2/SLC25A46/WLS/COQ8B/LHX1/GBA1/KAT2A/PTPRS/CRK/GRID2/PSEN1/UQCRQ/GLI2/AHI1/ATIC/ITGB1/DLL1/MDK"
"GO:0031345","negative regulation of cell projection organization","66/3634","201/18888",3.04686126931811e-06,0.000176294778444156,0.000141682018673652,66,"NFATC4/PPP3CA/DPYSL5/LRP4/RGMA/DPYSL3/SRGAP2C/SEMA5B/SEMA3F/SEMA6B/ITGA3/FLNA/RTN4/SLIT2/KANK1/CEP97/TRPV4/ZNF365/SEMA4D/FAT3/YWHAH/SEMA4C/LRIG2/MAK/VIM/SEMA6A/MPHOSPH9/EPHA7/STMN2/ARHGAP44/CBFA2T2/EPHB2/SEMA6D/DAB2/FKBP4/SEMA4F/NR2F1/SPRY2/EFNB2/PRAG1/SEMA5A/LPAR1/FGF13/WDR44/MAP4/EPHA4/ARF6/MARCHF7/GRIN2B/TBX6/SLIT1/SEMA6C/SEMA3A/ADCY6/YAP1/RAB3IP/RTN4R/EVI5L/PTPRS/NLGN1/ITM2C/PTPRO/PSEN1/ARPIN/RTN4RL1/CAPZB"
"GO:0007015","actin filament organization","130/3634","467/18888",3.23880721996267e-06,0.000185681709335291,0.000149225970511269,130,"HSP90B1/ADD3/WASF3/MYADM/COBL/DPYSL3/PREX1/WASF1/GAS2L3/WDR1/FMN1/MARCKS/GSN/DBN1/S1PR1/RICTOR/F11R/ARHGEF2/BCL2/SORBS1/CAP1/COTL1/TMOD2/ACTN1/FLNA/SDC4/CNN2/LIMA1/PLEKHH2/SAMD14/TPM3/MARCKSL1/BAIAP2/SLIT2/WIPF3/KANK1/ARHGAP28/PIK3R1/RGS4/MYO5B/ARHGAP35/TRPV4/SSH3/ACTG1/RHOB/WASF2/HIP1/FSCN1/RHOBTB1/CTNNA2/ARPC2/ITGB5/IQGAP3/PLEKHG2/F2RL1/PHLDB2/CCN2/DIAPH3/SHANK1/CFL1/TPM4/CLASP2/VASP/FAM107A/PAK1/NAA80/STMN1/CTTN/CAPG/SEMA5A/RHOU/LPAR1/ARAP1/LIMD2/FER/SHTN1/RHOH/LIMCH1/ARF6/SPTBN2/CD2AP/WASHC2A/ROCK2/FAT1/PAK3/EMP2/MET/PRKCI/DLC1/RND2/BAIAP2L1/WIPF1/CORO1A/SHROOM4/AP1AR/MYO1E/PLS1/WASHC2C/ABITRAM/CLASP1/SPTBN1/ZYX/RHOC/CAPZA1/GDPD2/DIAPH1/ARPC4/CARMIL2/IQGAP2/ARPC3/ARPIN/SPTAN1/BBS4/ABI2/PLEC/CDC42EP3/TMSB15A/ITGB1BP1/RHOBTB2/ACTR3/SPIRE1/ERMN/CAPZB/PAWR/MAD2L2/MLST8/SNX9/ARHGEF10L/WNT4/TENM1"
"GO:0048813","dendrite morphogenesis","50/3634","140/18888",3.33450017949974e-06,0.000189429923833581,0.000152238280922424,50,"NFATC4/PPP3CA/DPYSL5/TMEM106B/LRP4/IGF2BP1/SARM1/IL1RAPL1/DBN1/NR2E1/BAIAP2/CHRNA3/ZNF365/SEMA4D/PTPRD/YWHAH/CTNNA2/ARHGAP44/EPHB2/SRCIN1/CHRNB2/LZTS1/SHANK1/CFL1/DLG4/VLDLR/PTN/ARC/EPHB1/EPHA4/NSMF/PAK3/CUL7/RELN/PREX2/ABITRAM/SEMA3A/CAPRIN1/BTBD3/NLGN1/STK11/CTNND2/DIP2A/ABI2/MAP6/LRP8/ITGB1/MAPK8IP2/PDLIM5/ELAVL4"
"GO:0051656","establishment of organelle localization","131/3634","472/18888",3.51312583512239e-06,0.000197779489582701,0.000158948538258596,131,"RRS1/AP3D1/LIN7A/KIF1C/KIF2C/NEFH/CENPA/SDAD1/MAP1B/KPNB1/DYNLL1/NUDC/KIF22/RACGAP1/SPC24/KNTC1/LSG1/NUSAP1/LTV1/NUMA1/SYT4/NUF2/INCENP/SDC4/PIK3CD/NEK2/GEM/KIF18A/HNRNPU/MYO5B/CENPC/MAD2L1/ABRAXAS1/TMED2/YWHAZ/PLK1/CADPS2/SNF8/UBXN2B/KNSTRN/EXOC7/IL4R/SEC16A/EML3/ZW10/KIFC1/LMNB1/PINX1/LMNB2/AURKB/EXOC4/YKT6/NEFL/GAB2/CFL1/CHMP4A/SPRY2/CLASP2/CHMP3/KIF3B/EIF6/MEIOC/SUN1/FERRY3/FAM83D/PSRC1/KIF14/KIF5A/KNL1/SPHK2/SUN2/PLA2G3/BUB3/TRAK2/CHMP1B/TRAPPC11/ABCE1/SYT11/MAP4/SKA2/NUP88/DNM1/BLOC1S2/CPLX2/SCRIB/ARMCX3/DCTN1/SNCA/SLIT1/AP1AR/CLASP1/SNAP23/NDC80/CHAMP1/PARD3B/FGF10/ATP9A/NOP9/SAR1A/SPAG5/AP3B1/NLGN1/ARHGAP21/STK11/KIF25/PSEN1/BIRC5/AP3S1/UNC13A/SPRY1/CHMP4B/CHMP4C/CDT1/ATP13A2/SDCBP/RAN/TRAPPC2/CDCA8/RAB3A/SEPTIN5/PINK1/SYNJ1/SPIRE1/ITGB1/GBF1/NDE1/CHGA/SPC25/BLOC1S6/FEZ1/NPM1"
"GO:0006399","tRNA metabolic process","66/3634","202/18888",3.68486988115574e-06,0.000205595998994127,0.000165230396644681,66,"TARS1/PUS7/TRMT6/LCMT2/FARSB/GTF3C4/QTRT2/RARS1/ELP4/TRMT61A/QARS1/NAT10/FAM98A/GTF3C6/WDR4/DDX1/DTD2/GARS1/WARS1/VARS2/NSUN2/METTL1/TARBP1/IARS1/SSB/POLR2L/HARS1/KARS1/RPP40/HSD17B10/ALKBH8/DICER1/POP1/TSEN2/FARSA/THUMPD3/SEPSECS/TRMT1L/ELAC2/TRNT1/URM1/RPP30/TARS3/TRMT10C/GTF3C3/TRMT13/CARS2/DUS3L/NARS1/PRORP/PUS1/RTRAF/PNPT1/POLR2F/POLR2E/NARS2/RPP25L/RARS2/EXOSC3/SLFN13/ELAC1/PTCD1/DUS1L/POP5/GTF3C2/LRRC47"
"GO:0000375","RNA splicing, via transesterification reactions","100/3634","341/18888",3.97012027246817e-06,0.000219551164448262,0.000176445680670197,100,"HSPA8/HNRNPM/DHX9/SRSF1/RBM3/SRSF8/SRSF2/NCL/WDR77/RBFOX2/SRSF6/HTATSF1/HNRNPH1/SFPQ/HNRNPA3/DDX5/NCBP1/SRSF7/PRPF19/TXNL4A/RBM8A/USP49/DDX42/PRMT5/DDX1/NOVA2/HNRNPU/DDX39A/CIRBP/RBM19/PNN/SYNCRIP/SRSF9/SETX/U2AF2/HNRNPA2B1/RBM6/PRP4K/RBM17/SF1/SNRNP25/HNRNPK/CELF2/GEMIN8/PTBP2/SRSF3/CD2BP2/HNRNPF/NSRP1/RBM5/TIA1/LUC7L3/SRSF5/RBM4/PUF60/SNRPD3/SF3A1/PPIL1/MPHOSPH10/RBPMS2/NCBP2/STRAP/SNRPD1/DDX23/CELF3/KHSRP/SF3B4/SF3B2/RBPMS/RBM15B/SRPK1/C1QBP/DCPS/RBFOX1/EIF4A3/GEMIN5/BCAS2/RBM39/RBMXL1/CTNNBL1/C9orf78/SNRPF/DYRK1A/RBM4B/DDX46/PRPF38A/RBM22/METTL16/PRMT7/SNRPB2/LSM2/SRSF4/CWC15/SF3A3/QKI/RBM15/TRA2B/PPWD1/NPM1/DDX17"
"GO:0006913","nucleocytoplasmic transport","98/3634","333/18888",4.17966847554253e-06,0.000227119550466655,0.000182528130863281,98,"KCNQ3/DHX9/HSP90AA1/CALR/PPP3CA/HSPA9/NOTCH1/SDAD1/SMG5/NUP210/IPO4/NCBP1/CDK1/NOL6/KPNB1/RBM33/LSG1/GLI3/LTV1/RBM8A/IPO9/ENY2/TXNIP/FLNA/PRICKLE1/RANBP1/DDX39A/ANP32A/PIK3R1/NSUN2/PKIA/ALYREF/HNRNPA2B1/SSB/CDKN1B/NUP50/SRSF3/TARDBP/NEUROD1/STRADA/AKAP8L/STK3/XPO6/RBM4/EIF6/TMCO6/HEATR3/ATXN1/POM121/DUSP16/PHAX/ZIC1/THOC1/EGR2/PRKACA/IPO5/GAS6/NUTF2/NCBP2/PARK7/ABCE1/MDFIC/PPM1A/XPO5/CSE1L/STAT3/NUP88/RBM15B/CTDSPL2/EIF4A3/KPNA3/MAVS/AHCYL1/NUP205/XPOT/RPAIN/NOP9/DESI1/NUP188/PSEN1/PABPN1/RBM22/JUP/IPO13/RGPD5/PPP1R12A/TRAF3IP2/POM121C/CDKN1A/RAN/THOC5/UHMK1/AKIRIN2/CHCHD4/PRKAG1/APPL1/ANP32B/NPM1"
"GO:0051169","nuclear transport","98/3634","333/18888",4.17966847554253e-06,0.000227119550466655,0.000182528130863281,98,"KCNQ3/DHX9/HSP90AA1/CALR/PPP3CA/HSPA9/NOTCH1/SDAD1/SMG5/NUP210/IPO4/NCBP1/CDK1/NOL6/KPNB1/RBM33/LSG1/GLI3/LTV1/RBM8A/IPO9/ENY2/TXNIP/FLNA/PRICKLE1/RANBP1/DDX39A/ANP32A/PIK3R1/NSUN2/PKIA/ALYREF/HNRNPA2B1/SSB/CDKN1B/NUP50/SRSF3/TARDBP/NEUROD1/STRADA/AKAP8L/STK3/XPO6/RBM4/EIF6/TMCO6/HEATR3/ATXN1/POM121/DUSP16/PHAX/ZIC1/THOC1/EGR2/PRKACA/IPO5/GAS6/NUTF2/NCBP2/PARK7/ABCE1/MDFIC/PPM1A/XPO5/CSE1L/STAT3/NUP88/RBM15B/CTDSPL2/EIF4A3/KPNA3/MAVS/AHCYL1/NUP205/XPOT/RPAIN/NOP9/DESI1/NUP188/PSEN1/PABPN1/RBM22/JUP/IPO13/RGPD5/PPP1R12A/TRAF3IP2/POM121C/CDKN1A/RAN/THOC5/UHMK1/AKIRIN2/CHCHD4/PRKAG1/APPL1/ANP32B/NPM1"
"GO:0031503","protein-containing complex localization","63/3634","191/18888",4.27870463937086e-06,0.000230496769753694,0.000185242285248987,63,"AP3D1/CACNG7/HRAS/SDAD1/IFT57/DYNLL1/DBN1/LSG1/LTV1/IFT27/GRIP2/IPO9/IFT140/CLSTN1/HNRNPU/KLHL21/HIP1/MAK/AKAP9/ARHGAP44/NETO2/FXR1/TTC21B/LMNB1/LMNB2/CACNG8/FKBP4/DLG4/EFNB2/KIF3B/EIF6/IFT81/AP2M1/TRAF3IP1/KIF5A/LPAR1/ARC/ERBB4/DRD4/ABCE1/CACNG4/SSX2IP/WDR35/NUP88/RABL2B/SCRIB/GPC6/RELN/RALB/DZIP1/TUB/NOP9/NLGN1/SHISA6/BIRC5/SGCD/SLC1A1/IFT22/RAN/AKIRIN2/RAB8A/VPS35/NPM1"
"GO:0060560","developmental growth involved in morphogenesis","76/3634","243/18888",4.48966248138886e-06,0.000239794024326487,0.000192714167329791,76,"CXCR4/CACNG7/ALCAM/SFRP2/COBL/RGMA/NOTCH1/SEMA5B/CPNE1/WASF1/MAP1B/SEMA3F/WNT7B/SEMA6B/EIF4G2/FMN1/S1PR1/SYT4/PRICKLE1/RTN4/SLIT2/BARHL2/SOX9/AURKA/SEMA4D/SIX4/SLC23A2/LLPH/RARG/SEMA4C/NRP2/SEMA6A/EPHA7/SLIT3/VCL/SEMA6D/USP9X/EFNA5/TNC/SEMA4F/PTK7/SPRY2/OLFM1/NIN/KDM5B/CTTN/SEMA5A/FGF13/TMEM108/SHTN1/CDH4/SPAG6/SALL1/LHX2/PLXNA4/RND2/SLIT1/RDH10/SEMA6C/SEMA3A/YAP1/LHX1/CPNE5/IST1/FLRT3/FGF10/RTN4R/PTPRS/STK11/PLXNA1/CRABP2/UNC13A/SPRY1/PUM2/EDN1/ITGB1"
"GO:0021766","hippocampus development","37/3634","94/18888",4.74390912125136e-06,0.000249872622691423,0.00020081398840417,37,"ATP2B4/CDK6/FEZF2/LMX1A/SEMA6B/NR2E1/GLI3/KIRREL3/DCLK2/LEF1/FXR1/NEUROD1/NEFL/EMX2/KIF14/FGF13/ZIC1/LHX5/TMEM108/BTG2/ATAT1/RELN/EZH2/UBA6/HDAC1/MFSD2A/ID4/PTPRS/CRK/BBS4/UQCRQ/RAN/LRP8/ANXA3/MDK/FEZ1/LARGE1"
"GO:0022029","telencephalon cell migration","27/3634","60/18888",4.75833606981586e-06,0.000249872622691423,0.00020081398840417,27,"POU3F2/CXCR4/SRGAP2C/FEZF2/POU3F3/NR2E1/GLI3/RTN4/SLIT2/LAMB1/EGFR/DIXDC1/ROBO1/DAB2IP/SUN1/SUN2/FGF13/ADGRG1/ARX/RELN/ZMIZ1/BMERB1/FUT10/PSEN1/MDGA1/DRD2/LRP8"
"GO:0048732","gland development","125/3634","449/18888",4.94671948133553e-06,0.000257600416990548,0.000207024549521507,125,"POU3F2/SOX2/SRSF1/NME1/WDR77/COBL/NOTCH1/SOX3/HK2/SOCS2/PLXND1/WNT7B/MAN2A1/SMAD2/MMP2/HIPK2/GLI3/BCL2/INSR/IGFBP5/SIX3/MSN/FGF8/ITGA2/CYP7B1/LBH/SLC29A1/PRMT5/RTN4/SULF1/TGFBR3/ZMPSTE24/PLAG1/EGF/SOX9/ACADM/EGFR/PSAP/AURKA/ARHGAP35/FRZB/SIX4/LAMA5/RARG/CPS1/CRIP1/CEBPA/NRG1/CCNB2/SOD1/LEF1/ROBO1/IQGAP3/XBP1/HNRNPD/CCKBR/CDKN1B/CFLAR/ERRFI1/TNFAIP3/TNC/FKBP4/BAX/GPAT4/LAMA1/FASN/KDM5B/FOXA1/CLDN1/PCK2/SERPINE2/PTPN3/STAT5A/ADA/SLC7A5/GDF7/PTN/VTN/SMAD4/NPC1/ERBB4/ASH1L/STAT5B/ARF6/PCSK1/SALL1/SP3/ZBTB7B/LMO4/SCRIB/CDO1/CITED2/UMPS/MET/MAFB/EZH2/WLS/ONECUT2/UCP2/ID2/PRLR/FGF10/ACO2/ID4/TSPO/ATP2C2/STK11/PLXNA1/ASS1/PSEN1/NR5A1/PNPT1/DRD2/LRP5/ARHGAP5/GLI2/IGSF3/PKD2/EDN1/SOSTDC1/PRKCSH/MPST/MDK/TBX19/WNT4"
"GO:0032984","protein-containing complex disassembly","78/3634","252/18888",5.2144603023138e-06,0.0002692988630509,0.000216426186188248,78,"MYC/HSPA8/ADD3/NAV3/KIF2C/MAP1B/WDR1/GRWD1/ETF1/GSN/RUBCN/GABARAPL1/STMN3/SUPT16H/ARHGEF2/INSR/TMOD2/DYRK3/TPX2/LIMA1/SET/ZMPSTE24/PLEKHH2/KIF18A/EIF5A/ARID2/CKAP5/TRPV4/SETX/CKAP2/MID1/STMN2/NES/F2RL1/MAP1A/KIF18B/DIAPH3/CFL1/CHMP4A/CLASP2/CHMP3/STMN1/CAPG/SEMA5A/FGF13/SSRP1/CHMP1B/ABCE1/PEX2/SPTBN2/SMARCE1/TTBK2/APEH/SMCR8/STX17/WASHC2C/ADRB2/GABARAPL2/CLASP1/SPTBN1/EPG5/IST1/MTRF1L/GBA1/BMERB1/CAPZA1/GSPT1/CARMIL2/PEX10/JMJD4/SPTAN1/CHMP4B/CHMP4C/NSF/SYNJ1/ATG14/CAPZB/RUBCNL"
"GO:0051494","negative regulation of cytoskeleton organization","56/3634","165/18888",5.43992355168993e-06,0.000278640018643527,0.000223933350000972,56,"ADD3/NAV3/MYADM/MAP1B/GSN/S1PR1/F11R/ARHGEF2/TMOD2/TPX2/LIMA1/PLEKHH2/SLIT2/KANK1/ARHGAP28/PIK3R1/SSH3/WASF2/CKAP2/CLIP3/CTNNA2/MID1/STMN2/PHLDB2/DIAPH3/SHANK1/FKBP4/CLASP2/STMN1/CAPG/SMAD4/FGF13/ARAP1/SPTBN2/TTBK2/MET/DLC1/SNCA/CCNF/CORO1A/WASHC2C/CLASP1/SPTBN1/KAT2A/BMERB1/DYRK1A/CAPZA1/CARMIL2/ARPIN/SPTAN1/BBS4/TMSB15A/EML2/NUBP1/CAPZB/NPM1"
"GO:2001222","regulation of neuron migration","23/3634","48/18888",6.51960139424282e-06,0.000331227553761166,0.00026619613394893,23,"UNC5D/SRGAP2C/ARHGEF2/FLNA/CTNNA2/LRIG2/SEMA6A/DAB2IP/SCRT1/SCRT2/ZNF609/SHTN1/ADGRG1/STAT3/KIF20B/NSMF/GPR173/RELN/SEMA3A/KIF26A/DRD2/FLRT2/MDK"
"GO:0007611","learning or memory","84/3634","278/18888",6.57381270860707e-06,0.000331288351742625,0.000266244995184756,84,"NFATC4/CAMK4/NTRK2/LMX1A/TTBK1/NRXN1/INSR/PRKCG/TMOD2/SYT4/ITGA5/PTPRZ1/ITGA3/SLC8A2/EGFR/MAN2B1/SGK1/ABCA7/BCHE/SLC7A11/PLCB1/ATP1A2/CLSTN2/TBR1/PLK2/EPHB2/MAP1A/CAMK2N1/CLN8/CHRNB2/SHANK1/CIC/DLG4/CHST10/LGMN/GABRA5/VLDLR/CNR1/DNAAF4/ATXN1/FEN1/PTN/FGF13/ARC/NLGN4X/EGR2/JPH4/ACSS2/SYT11/AFF2/GRIN2B/YTHDF1/ARL6IP5/TANC1/BTG2/PRKAR2B/OPRL1/FOS/SHANK2/EIF4A3/RELN/DDHD2/UBA6/PJA2/SLC8A3/NTF3/KAT2A/RIC8A/BTBD9/PSEN1/PRKAR1B/CCND2/DRD2/SLC1A1/VDAC1/SYNJ1/ITGB1/PIAS1/MAPK8IP2/MDK/FZD9/ELAVL4/AGER/LARGE1"
"GO:0031113","regulation of microtubule polymerization","27/3634","61/18888",6.97947469657875e-06,0.000348917899031365,0.000280413252862124,27,"NAV3/HAUS4/MAP1B/NUMA1/RPS3/CKAP5/CLIP3/STMN2/AKAP9/CDKN1B/FKBP4/DRG1/PAK1/PSRC1/STMN1/CAMSAP1/HSPA1B/PRUNE1/OCLN/MET/DCTN1/SNCA/CLASP1/DYRK1A/NME7/EML2/CLIP1"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","98/3634","337/18888",7.2933063814361e-06,0.000358865130532238,0.000288407498929396,98,"HSPA8/HNRNPM/DHX9/SRSF1/RBM3/SRSF8/SRSF2/NCL/WDR77/RBFOX2/SRSF6/HTATSF1/HNRNPH1/SFPQ/HNRNPA3/DDX5/NCBP1/SRSF7/PRPF19/TXNL4A/RBM8A/USP49/DDX42/PRMT5/DDX1/NOVA2/HNRNPU/DDX39A/CIRBP/RBM19/PNN/SYNCRIP/SRSF9/SETX/U2AF2/HNRNPA2B1/RBM6/PRP4K/RBM17/SF1/SNRNP25/HNRNPK/CELF2/GEMIN8/PTBP2/SRSF3/CD2BP2/HNRNPF/NSRP1/RBM5/TIA1/LUC7L3/SRSF5/RBM4/PUF60/SNRPD3/SF3A1/PPIL1/RBPMS2/NCBP2/STRAP/SNRPD1/DDX23/CELF3/SF3B4/SF3B2/RBPMS/RBM15B/SRPK1/C1QBP/DCPS/RBFOX1/EIF4A3/GEMIN5/BCAS2/RBM39/RBMXL1/CTNNBL1/C9orf78/SNRPF/DYRK1A/RBM4B/DDX46/PRPF38A/RBM22/METTL16/PRMT7/SNRPB2/LSM2/SRSF4/CWC15/SF3A3/QKI/RBM15/TRA2B/PPWD1/NPM1/DDX17"
"GO:0000398","mRNA splicing, via spliceosome","98/3634","337/18888",7.2933063814361e-06,0.000358865130532238,0.000288407498929396,98,"HSPA8/HNRNPM/DHX9/SRSF1/RBM3/SRSF8/SRSF2/NCL/WDR77/RBFOX2/SRSF6/HTATSF1/HNRNPH1/SFPQ/HNRNPA3/DDX5/NCBP1/SRSF7/PRPF19/TXNL4A/RBM8A/USP49/DDX42/PRMT5/DDX1/NOVA2/HNRNPU/DDX39A/CIRBP/RBM19/PNN/SYNCRIP/SRSF9/SETX/U2AF2/HNRNPA2B1/RBM6/PRP4K/RBM17/SF1/SNRNP25/HNRNPK/CELF2/GEMIN8/PTBP2/SRSF3/CD2BP2/HNRNPF/NSRP1/RBM5/TIA1/LUC7L3/SRSF5/RBM4/PUF60/SNRPD3/SF3A1/PPIL1/RBPMS2/NCBP2/STRAP/SNRPD1/DDX23/CELF3/SF3B4/SF3B2/RBPMS/RBM15B/SRPK1/C1QBP/DCPS/RBFOX1/EIF4A3/GEMIN5/BCAS2/RBM39/RBMXL1/CTNNBL1/C9orf78/SNRPF/DYRK1A/RBM4B/DDX46/PRPF38A/RBM22/METTL16/PRMT7/SNRPB2/LSM2/SRSF4/CWC15/SF3A3/QKI/RBM15/TRA2B/PPWD1/NPM1/DDX17"
"GO:0001558","regulation of cell growth","117/3634","418/18888",7.47175850418329e-06,0.000364773585098761,0.00029315591960081,117,"CXCR4/LTBP4/CACNG7/EIF4G1/MMP14/IGFBPL1/SFRP2/RGMA/SEMA5B/ING5/MAP1B/SOCS2/SEMA3F/LMX1A/NCBP1/SEMA6B/EIF4G2/RICTOR/BCL6/BCL2/IGFBP5/SYT4/DERL2/PPARA/KAT7/RTN4/CLSTN1/SLIT2/BARHL2/INO80/RGS4/ATAD3A/EGFR/ENO1/SEMA4D/FRZB/TMEM97/SLC23A2/SPHK1/NME6/SGK1/CAMK2D/SEMA4C/SEMA6A/URI1/EPHA7/SLIT3/CDKN1B/SEMA6D/JADE1/EFNA5/TNC/EI24/DAB2/SEMA4F/MEG3/RACK1/OLFM1/FAM107A/PPP2CA/SERPINE2/PSRC1/KIF14/CTTN/SEMA5A/ITCH/SPHK2/SMAD4/PAPPA2/FGF13/SHTN1/MUC12/PHB1/HSPA1B/CLSTN3/CDH4/SLC25A33/PLXNA4/DDX3X/ING4/RND2/SLIT1/ARHGEF11/SEMA6C/SERTAD3/DNPH1/SEMA3A/YAP1/CPNE5/IST1/MFSD2A/IGFBP4/RTN4R/DCUN1D5/PTPRS/DDX49/STK11/PTPRJ/KIF26A/JADE2/CRABP2/PARP2/DACT3/UNC13A/TOMM70/SDCBP/CISH/CDKN1A/ADIPOR1/PUM2/EXOSC4/EDN1/NUBP1/MAD2L2/MLST8/COL14A1/NPM1"
"GO:0001763","morphogenesis of a branching structure","66/3634","206/18888",7.70130876548516e-06,0.000373065724616409,0.000299820025460055,66,"MYC/CTNNBIP1/NFATC4/MMP14/SFRP2/SOCS3/NOTCH1/PLXND1/ADAMTS16/DLL4/SPINT1/SPINT2/GLI3/BCL2/FGF8/RTN4/SULF1/EGF/SLIT2/WNT2B/SOX9/TMED2/SIX4/LAMA5/EPHA7/LEF1/MAGED1/TNC/SPRY2/LAMA1/KDM5B/FOXA1/PAK1/COL13A1/EYA1/LGR4/GDF7/SMAD4/FGF13/GPC3/GZF1/SALL1/MET/RDH10/RSPO2/YAP1/LHX1/FGF10/COL4A1/PLXNA1/GREB1L/CELSR1/GNA13/FZD5/DRD2/LRP5/SPRY1/HS3ST3A1/GLI2/PPP1CA/PKD2/EDN1/RBM15/ERMN/MDK/WNT4"
